chr	pos	annotation	SIFT	POLYPHEN	maxCADD	priPhCons	GerpRS	FATHMM	benign
chr6	51908519	stop_gained	0	1	35	0.990	233.1	0.19333	pathogenic
chr6	51910942	stop_gained	0	1	34	0.075	485.5	0.81376	pathogenic
chr6	51913356	stop_gained	0	1	36	0.043	213.7	0.88193	pathogenic
chr6	51923147	stop_gained	0	1	13.51	0.787	874.4	0.07638	pathogenic
chr6	51923147	missense_variant	0.17	0.515	12.05	0.787	874.4	0.12406	pathogenic
chr6	51927453	stop_gained	0	1	21.7	0.985	498.4	0.81621	pathogenic
chr6	51944718	stop_gained	0	1	28.6	0.008	NA	0.02323	pathogenic
chr6	51948021	stop_gained	0	1	36	0.904	197.1	0.95951	pathogenic
chr6	52880897	missense_variant	0	1	35	0.957	653.9	0.98893	pathogenic
chr6	53135458	missense_variant	0.16	0.995	27.2	0.946	476	0.98109	pathogenic
chr6	53135458	missense_variant	0.11	0.993	26.6	0.946	476	0.97825	pathogenic
chr6	53371799	missense_variant	0	0.987	22.6	0.988	1230.6	0.98733	pathogenic
chr6	57059615	stop_gained	0	1	21.9	0.996	314.8	0.99071	pathogenic
chr6	64430522	stop_gained	0	1	16.28	0.971	2407.6	0.98112	pathogenic
chr6	64430718	missense_variant	0	0.005	14.67	0.756	2407.6	0.93872	pathogenic
chr6	64431122	stop_gained	0	1	12.97	0.900	2407.6	0.48063	pathogenic
chr6	64472506	stop_gained	0	1	13.86	0.111	329.5	0.93345	pathogenic
chr6	64488004	missense_variant	0	0.994	24.4	0.023	152.3	0.84101	pathogenic
chr6	64574212	stop_gained	0	1	42	0.800	1043.3	0.81292	pathogenic
chr6	64791763	missense_variant	0.09	0.965	21.6	0.511	1009.4	0.86743	pathogenic
chr6	64791763	missense_variant	0	0.995	23.5	0.511	1009.4	0.81464	pathogenic
chr6	65146137	stop_gained	0	1	36	0.056	157.8	0.09859	pathogenic
chr6	70965078	stop_gained	0	1	40	0.918	234.8	0.87946	pathogenic
chr6	70990736	stop_gained	0	1	35	0.006	160.5	0.85561	pathogenic
chr6	72960710	missense_variant	0	0.996	29.3	0.984	1338.6	0.96249	pathogenic
chr6	74190500	missense_variant	0	0.955	22.5	0.981	482.3	0.94882	pathogenic
chr6	74191784	missense_variant	0	0.977	22.6	0.952	693.2	0.99704	pathogenic
chr6	74191932	missense_variant	0	0.979	34	0.926	693.2	0.99613	pathogenic
chr6	74325148	missense_variant	0	1	15.92	0.294	416.2	0.99150	pathogenic
chr6	74348200	missense_variant	0.02	0.925	26.4	0.991	371.8	0.99092	pathogenic
chr6	74351439	missense_variant	0	0.988	23.1	0.033	616.7	0.99086	pathogenic
chr6	74354306	missense_variant	0	1	33	0.202	536.6	0.98649	pathogenic
chr6	74363567	stop_gained	0	1	14.75	0.002	NA	0.49766	pathogenic
chr6	76551016	missense_variant	0	0.999	23.7	0.997	765.9	0.98966	pathogenic
chr6	76554623	stop_gained	0	1	39	0.977	418.8	0.90845	pathogenic
chr6	76566915	missense_variant	0.01	0	25.7	0.995	623.5	0.98928	pathogenic
chr6	76596598	stop_gained	0	1	39	0.425	567	0.95330	pathogenic
chr6	76623836	stop_gained	0	1	46	0.984	875.4	0.91225	pathogenic
chr6	76744345	missense_variant	0	0.994	29.9	0.985	648.1	0.99594	pathogenic
chr6	80203353	stop_gained	0	1	36	0.116	416.6	0.95707	pathogenic
chr6	80626460	stop_gained	0	1	43	0.967	4830.5	0.98821	pathogenic
chr6	80629160	stop_gained	0	1	40	0.932	488.5	0.96721	pathogenic
chr6	80877407	missense_variant	0	0.996	26.5	0.447	445.7	0.97602	pathogenic
chr6	80878602	missense_variant	0	0.719	27.7	0.771	588.1	0.98383	pathogenic
chr6	80878640	missense_variant	0	0.86	25.8	0.977	588.1	0.93913	pathogenic
chr6	80878662	missense_variant	0	1	34	0.973	588.1	0.98907	pathogenic
chr6	80878730	missense_variant	0	0.99	31	0.938	588.1	0.98728	pathogenic
chr6	80910656	stop_gained	0	1	37	0.005	367	0.82239	pathogenic
chr6	80910660	missense_variant	0	0.996	25.1	0.006	367	0.96705	pathogenic
chr6	80910707	missense_variant	0.02	0.006	23.9	0.707	367	0.97756	pathogenic
chr6	80910707	stop_gained	0	1	44	0.707	367	0.96961	pathogenic
chr6	80910740	missense_variant	0.02	0.989	33	0.827	367	0.98247	pathogenic
chr6	80912831	stop_gained	0	1	36	0.111	461.7	0.72004	pathogenic
chr6	80982870	stop_gained	0	1	43	0.758	322.8	0.92881	pathogenic
chr6	80982916	missense_variant	0	0.413	24.4	0.338	322.8	0.97574	pathogenic
chr6	81053456	stop_gained	0	1	17.56	0.988	621.4	0.98785	pathogenic
chr6	83880059	missense_variant	0	1	22.5	0.827	538.2	0.98976	pathogenic
chr6	83898474	missense_variant	0	1	22.4	0.941	468.2	0.97209	pathogenic
chr6	86181054	stop_gained	0	1	37	0.584	574.5	0.97810	pathogenic
chr6	86181054	missense_variant	0.01	0.969	33	0.584	574.5	0.97192	pathogenic
chr6	86197176	missense_variant	0	0.999	29.6	0.762	450.5	0.99233	pathogenic
chr6	88231193	missense_variant	0.02	0.37	23.1	0.994	352	0.98376	pathogenic
chr6	88299641	missense_variant&splice_region_variant	0.12	0.004	16.88	0.125	76.6	0.48320	pathogenic
chr6	97344666	missense_variant	0	1	25.4	0.292	163.2	0.90067	pathogenic
chr6	99322317	missense_variant&splice_region_variant	0	0.059	24.6	0.930	712.6	0.99176	pathogenic
chr6	99323299	missense_variant	0.01	0.293	23.9	0.436	1220	0.98355	pathogenic
chr6	99323438	stop_gained	0	1	42	0.978	1220	0.99120	pathogenic
chr6	99323549	missense_variant	0.17	0.796	27.1	0.998	1220	0.91331	pathogenic
chr6	99347158	stop_gained	0	1	42	0.987	918.4	0.94358	pathogenic
chr6	107475878	missense_variant	0.01	0.981	19.02	0.999	2042.9	0.97443	pathogenic
chr6	107531687	stop_gained	0	1	42	0.997	1696	0.94663	pathogenic
chr6	107531687	missense_variant	0.06	0.219	22.7	0.997	1696	0.95643	pathogenic
chr6	107956029	stop_gained	0	1	19.02	0.985	2834.7	0.88299	pathogenic
chr6	108250670	stop_gained	0	1	18.54	0.337	496.6	0.98049	pathogenic
chr6	108395820	stop_gained	0	1	2.237	0.004	NA	0.40810	pathogenic
chr6	109796668	missense_variant	0.01	0.999	27.2	0.927	849.4	0.99187	pathogenic
chr6	109798128	stop_gained	0	1	39	0.990	614.2	0.98711	pathogenic
chr6	110036336	missense_variant	0	0.98	26.3	0.994	962.2	0.94593	pathogenic
chr6	110036371	missense_variant	0	0.714	32	0.988	962.2	0.98685	pathogenic
chr6	110048333	missense_variant	0	0.986	29.2	0.978	583.2	0.98939	pathogenic
chr6	110056379	missense_variant	0	0.999	29.9	0.996	635	0.99266	pathogenic
chr6	110056402	stop_gained	0	1	36	0.996	635	0.85778	pathogenic
chr6	110064340	missense_variant	0.02	0.989	33	0.897	555.8	0.99029	pathogenic
chr6	111880726	missense_variant	0	1	22.3	0.992	627.6	0.96535	pathogenic
chr6	112382301	stop_gained	0	1	35	0.705	521.7	0.91689	pathogenic
chr6	112382377	missense_variant	0	1	26.7	0.993	521.7	0.98268	pathogenic
chr6	112386045	missense_variant	0	0.999	32	0.962	615.3	0.99791	pathogenic
chr6	112390751	stop_gained	0	1	22.2	0.984	1024.7	0.98579	pathogenic
chr6	112390758	missense_variant	0.01	0.999	20.8	0.987	1024.7	0.96756	pathogenic
chr6	112460366	stop_gained	0	1	18.28	0.990	721.6	0.88237	pathogenic
chr6	112462089	missense_variant	0.01	0.888	32	0.988	558	0.98392	pathogenic
chr6	116441268	missense_variant	0	0.993	17.37	0.970	4583.3	0.90590	pathogenic
chr6	116441326	stop_gained	0	1	19.49	0.984	4583.3	0.94252	pathogenic
chr6	116441328	missense_variant	0.02	1	21.0	0.981	4583.3	0.99587	pathogenic
chr6	116441383	stop_gained	0	1	16.42	0.920	4583.3	0.96900	pathogenic
chr6	116441395	stop_gained	0	1	11.56	0.849	4583.3	0.95271	pathogenic
chr6	116441438	missense_variant	0	1	19.14	0.992	4583.3	0.99616	pathogenic
chr6	116441447	stop_gained	0	1	19.00	0.980	4583.3	0.96001	pathogenic
chr6	116441481	missense_variant	0.02	0.988	17.68	0.945	4583.3	0.85804	pathogenic
chr6	116441487	missense_variant	0	0.999	17.27	0.978	4583.3	0.99021	pathogenic
chr6	116441489	missense_variant	0	1	20.4	0.981	4583.3	0.97219	pathogenic
chr6	116441495	missense_variant	0	1	21.1	0.981	4583.3	0.98354	pathogenic
chr6	116441508	missense_variant	0	1	17.83	0.914	4583.3	0.97064	pathogenic
chr6	116446603	missense_variant	0	0	13.22	0.043	581.4	0.93822	pathogenic
chr6	116446604	missense_variant	0	0	13.68	0.046	581.4	0.94735	pathogenic
chr6	116752249	missense_variant	0.36	0.996	27.0	0.986	1030.3	0.95959	pathogenic
chr6	116938111	stop_gained	0	1	26.6	0.002	NA	0.10271	pathogenic
chr6	116938246	stop_gained	0	1	31	0.048	NA	0.13985	pathogenic
chr6	116949338	stop_gained	0	1	38	0.996	2395.4	0.89954	pathogenic
chr6	117203567	missense_variant	0.01	1	33	0.981	315	0.99201	pathogenic
chr6	117216347	missense_variant	0.01	0.99	26.8	0.993	200.7	0.98662	pathogenic
chr6	118880109	missense_variant	.	0.898	21.5	0.958	600.6	0.90747	pathogenic
chr6	118880200	stop_gained	0	1	15.19	0.132	600.6	0.93235	pathogenic
chr6	119245203	stop_gained	0	1	37	0.994	1202.4	0.98902	pathogenic
chr6	121768024	missense_variant	0	1	18.44	0.967	1474	0.93977	pathogenic
chr6	121768025	missense_variant	0	1	17.49	0.965	1474	0.96933	pathogenic
chr6	121768043	missense_variant	0	0.583	16.60	0.837	1474	0.98077	pathogenic
chr6	121768045	missense_variant	0	0.993	17.23	0.836	1474	0.96995	pathogenic
chr6	121768054	missense_variant	0.01	0.99	17.82	0.848	1474	0.93578	pathogenic
chr6	121768058	missense_variant	0	1	19.79	0.948	1474	0.97968	pathogenic
chr6	121768090	stop_gained	0	1	17.87	0.922	1474	0.84395	pathogenic
chr6	121768220	missense_variant	0	0.975	19.01	0.936	1474	0.97489	pathogenic
chr6	121768279	missense_variant	0.01	0.41	17.45	0.758	1474	0.97005	pathogenic
chr6	121768420	missense_variant	0.04	0.033	23.4	0.076	1474	0.96475	pathogenic
chr6	121768574	missense_variant	0	0.99	25.3	0.568	4995	0.96334	pathogenic
chr6	121768610	missense_variant	0	0.999	27.2	0.818	4995	0.96073	pathogenic
chr6	121769078	missense_variant	0.05	0.944	29.9	0.960	4995	0.95024	pathogenic
chr6	121769120	missense_variant	0.01	0.225	26.5	0.900	4995	0.97528	pathogenic
chr6	123892124	missense_variant	0	0	29.6	0.979	782.4	0.94931	pathogenic
chr6	123892124	missense_variant	0	0	28.7	0.979	782.4	0.95682	pathogenic
chr6	129371134	stop_gained	0	1	37	0.830	661.8	0.96899	pathogenic
chr6	129609038	missense_variant	0	1	31	0.997	1200.4	0.98506	pathogenic
chr6	129618874	stop_gained	0	1	36	0.821	658.2	0.68062	pathogenic
chr6	129618935	stop_gained	0	1	44	0.984	658.2	0.97190	pathogenic
chr6	129636783	stop_gained	0	1	52	0.993	1618.2	0.98932	pathogenic
chr6	129637234	stop_gained	0	1	47	0.926	1618.2	0.96076	pathogenic
chr6	129674430	stop_gained	0	1	20.4	0.963	695.7	0.74551	pathogenic
chr6	129704357	missense_variant	1	0.021	14.79	0.853	1890.6	0.89326	pathogenic
chr6	129704357	missense_variant	0.51	0.371	15.51	0.853	1890.6	0.92770	pathogenic
chr6	129704357	stop_gained	0	1	39	0.853	1890.6	0.92285	pathogenic
chr6	129748945	stop_gained	0	1	45	0.960	402.7	0.89615	pathogenic
chr6	129781432	stop_gained	0	1	56	0.999	544.4	0.94858	pathogenic
chr6	129785589	stop_gained	0	1	51	0.997	703.6	0.82778	pathogenic
chr6	129802526	missense_variant	0	0.999	25.8	0.413	505.8	0.99566	pathogenic
chr6	129802567	stop_gained	0	1	22.3	0.954	505.8	0.98139	pathogenic
chr6	129807750	missense_variant	0.39	0.593	0.074	0.284	490.1	0.03021	pathogenic
chr6	129807757	stop_gained	0	1	45	0.219	490.1	0.83075	pathogenic
chr6	129837376	stop_gained	0	1	49	0.049	1619.1	0.80780	pathogenic
chr6	131894454	missense_variant	0	0.993	14.73	0.408	208.5	0.94652	pathogenic
chr6	131897806	stop_gained	0	1	20.4	0.869	245.4	0.91125	pathogenic
chr6	131902418	stop_gained	0	1	22.2	0.963	510.2	0.98847	pathogenic
chr6	131902466	missense_variant	0	1	20.4	0.887	510.2	0.99033	pathogenic
chr6	131904532	missense_variant	0	0.998	22.6	0.994	538.9	0.98347	pathogenic
chr6	131904532	missense_variant	0	0.972	22.3	0.994	538.9	0.98678	pathogenic
chr6	131904948	missense_variant	0.54	0	17.50	0.967	524	0.13581	pathogenic
chr6	131904950	stop_gained	0	1	18.32	0.977	524	0.04266	pathogenic
chr6	131908938	stop_gained	0	1	22.3	0.992	506.1	0.98643	pathogenic
chr6	131912501	missense_variant	0.01	0.99	23.2	0.013	779.1	0.98014	pathogenic
chr6	131924269	missense_variant	0	1	21.5	0.976	683.1	0.98639	pathogenic
chr6	132172297	missense_variant	0	0.93	28.4	0.996	368.6	0.99044	pathogenic
chr6	132172342	missense_variant	0	0.949	28.2	0.958	368.6	0.97640	pathogenic
chr6	132172381	missense_variant	0	1	29.2	0.991	368.6	0.97069	pathogenic
chr6	132179875	stop_gained	0	1	17.94	0.996	305.2	0.98745	pathogenic
chr6	132181528	missense_variant&splice_region_variant	0	1	26.7	0.412	489.7	0.98985	pathogenic
chr6	132181644	missense_variant&splice_region_variant	0	1	32	0.969	489.7	0.98746	pathogenic
chr6	132182844	missense_variant&splice_region_variant	0.25	0.071	13.56	0.541	398.6	0.93100	pathogenic
chr6	132186026	missense_variant	0	0.919	26.9	0.999	732.9	0.99204	pathogenic
chr6	132195454	missense_variant	0	1	31	0.962	341.1	0.98907	pathogenic
chr6	132198145	missense_variant	0.01	0.924	23.4	0.876	338.1	0.44071	pathogenic
chr6	132211550	stop_gained	0	1	50	0.970	570.4	0.98047	pathogenic
chr6	132211575	missense_variant	0	0.976	28.2	0.998	570.4	0.92661	pathogenic
chr6	132211575	missense_variant	0	0.988	30	0.998	570.4	0.92682	pathogenic
chr6	135754257	stop_gained	0	1	44	0.858	804.2	0.98666	pathogenic
chr6	135754263	missense_variant	0	0.998	35	0.948	804.2	0.98666	pathogenic
chr6	135768160	stop_gained	0	1	43	0.982	453	0.94774	pathogenic
chr6	135769570	missense_variant	0	0.998	34	0.640	835.3	0.98938	pathogenic
chr6	135776888	missense_variant	0	0.851	28.9	0.958	833.3	0.99571	pathogenic
chr6	135776913	stop_gained	0	1	38	0.832	833.3	0.97096	pathogenic
chr6	135778731	missense_variant	0	0.995	34	0.781	815.9	0.98639	pathogenic
chr6	135778731	missense_variant	0.01	0.951	34	0.781	815.9	0.98324	pathogenic
chr6	135778732	stop_gained	0	1	39	0.768	815.9	0.95211	pathogenic
chr6	135778798	stop_gained	0	1	37	0.458	815.9	0.55522	pathogenic
chr6	137143843	missense_variant	0.01	0.713	16.94	0.968	437.2	0.60672	pathogenic
chr6	137143923	stop_gained	0	1	21.2	0.862	437.2	0.90612	pathogenic
chr6	137166758	stop_gained	0	1	36	0.971	1708.2	0.79836	pathogenic
chr6	137191043	missense_variant	0	0.711	24.7	0.877	481.3	0.93254	pathogenic
chr6	137191047	missense_variant	0.06	0.864	26.0	0.823	481.3	0.91726	pathogenic
chr6	137191088	stop_gained	0	1	48	0.969	481.3	0.81443	pathogenic
chr6	137219330	missense_variant	0	0.982	21.2	0.988	2726.3	0.96673	pathogenic
chr6	137219351	stop_gained	0	1	21.7	0.991	2726.3	0.95336	pathogenic
chr6	137525569	stop_gained	0	1	27.6	0.004	NA	0.02560	pathogenic
chr6	137527416	missense_variant	0	1	26.0	0.150	61.2	0.96373	pathogenic
chr6	137528118	missense_variant	0.18	0.507	15.42	0.005	NA	0.08633	pathogenic
chr6	137528118	missense_variant	0	0.997	22.4	0.005	NA	0.12538	pathogenic
chr6	144507937	missense_variant	0	0.997	25.3	0.035	2764.9	0.99657	pathogenic
chr6	144508566	stop_gained	0	1	40	0.991	2764.9	0.88565	pathogenic
chr6	145948713	missense_variant	0	0.999	35	0.938	769.3	0.98823	pathogenic
chr6	145948713	missense_variant	0.02	0.991	34	0.938	769.3	0.98486	pathogenic
chr6	145956587	missense_variant	0	0.971	35	0.981	915.2	0.98293	pathogenic
chr6	146007412	missense_variant	0	0.988	35	0.949	752.8	0.97725	pathogenic
chr6	146056541	missense_variant	0	0.999	13.96	0.025	627.9	0.83466	pathogenic
chr6	149699673	missense_variant	0.47	0.016	11.19	0.018	6417.7	0.97043	pathogenic
chr6	149699739	missense_variant	0.61	0.068	16.10	0.027	6417.7	0.98528	pathogenic
chr6	150710610	missense_variant	0	1	21.1	0.726	423.7	0.96066	pathogenic
chr6	150710656	missense_variant	0	0.997	16.47	0.291	423.7	0.98857	pathogenic
chr6	150715362	missense_variant	0	0.741	24.6	0.776	562.2	0.91412	pathogenic
chr6	151726922	missense_variant	0.07	0.999	33	0.996	421.5	0.91999	pathogenic
chr6	151751289	missense_variant	0.07	0.994	24.8	0.972	174.6	0.97008	pathogenic
chr6	151757581	missense_variant&splice_region_variant	0	1	34	0.995	356.4	0.92787	pathogenic
chr6	152163748	stop_gained	0	1	44	0.999	1626.6	0.90842	pathogenic
chr6	152332819	missense_variant	0	0.999	24.0	0.998	593.3	0.99973	pathogenic
chr6	152461162	missense_variant	0.14	0.012	24.4	0.879	707.4	0.95776	pathogenic
chr6	152473122	missense_variant	0	0.999	35	0.923	688.2	0.98270	pathogenic
chr6	152522973	stop_gained	0	1	61	0.728	430.4	0.97094	pathogenic
chr6	152522973	missense_variant	1	0.301	23.7	0.728	430.4	0.95601	pathogenic
chr6	152534872	stop_gained	0	1	61	0.994	601.4	0.99061	pathogenic
chr6	152675952	stop_gained	0	1	41	0.109	726.8	0.95401	pathogenic
chr6	152702455	stop_gained	0	1	16.75	0.987	1460.6	0.49853	pathogenic
chr6	157222636	stop_gained	0	1	39	0.996	627.1	0.95441	pathogenic
chr6	157502190	stop_gained	0	1	39	0.981	1218.9	0.88632	pathogenic
chr6	157502271	stop_gained	0	1	43	0.978	1218.9	0.82458	pathogenic
chr6	157517355	stop_gained	0	1	45	0.962	453.2	0.96400	pathogenic
chr6	157520033	stop_gained	0	1	19.84	0.990	390.3	0.98004	pathogenic
chr6	157527604	stop_gained	0	1	48	0.972	2412.9	0.98413	pathogenic
chr6	158567859	stop_gained	0	1	34	0.009	173.7	0.73989	pathogenic
chr6	158571548	stop_gained	0	1	36	0.978	537.6	0.74237	pathogenic
chr6	158613035	missense_variant	0	0.962	26.6	0.299	675.4	0.97705	pathogenic
chr6	158613139	stop_gained	0	1	38	0.728	675.4	0.86526	pathogenic
chr6	160490993	missense_variant	0.04	0.728	22.7	0.038	279	0.72992	pathogenic
chr6	160491038	missense_variant	0.85	0.03	0.008	0.186	279	0.11992	pathogenic
chr6	161071470	stop_gained	0	1	33	0.027	110.8	0.56358	pathogenic
chr6	161127501	missense_variant	0.02	0.672	22.3	0.017	NA	0.09975	pathogenic
chr6	161137712	missense_variant	0	1	26.8	0.689	333.3	0.94891	pathogenic
chr6	161143463	missense_variant	0.09	0.463	22.8	0.336	250.8	0.90097	pathogenic
chr6	161152261	stop_gained	0	1	0.017	0.000	NA	0.01613	pathogenic
chr6	161158008	missense_variant	0	0.999	25.1	0.574	235.3	0.93525	pathogenic
chr6	161159615	stop_gained	0	1	41	0.707	144.7	0.96955	pathogenic
chr6	161159615	missense_variant	0	1	31	0.707	144.7	0.97557	pathogenic
chr6	161159625	missense_variant	0.16	0.939	23.1	0.701	144.7	0.95788	pathogenic
chr6	161173272	missense_variant	0.01	0.984	25.9	0.655	122.8	0.98800	pathogenic
chr6	161771171	stop_gained	0	1	18.75	0.989	432.4	0.89095	pathogenic
chr6	161771237	missense_variant	0	0.999	19.10	0.964	432.4	0.91367	pathogenic
chr6	162206852	missense_variant	0	0.997	34	0.879	471	0.70123	pathogenic
chr6	162394349	missense_variant	0	0.294	24.9	0.896	320.9	0.97036	pathogenic
chr6	162394349	missense_variant	0.02	0.223	24.9	0.896	320.9	0.97036	pathogenic
chr6	162394349	missense_variant	0.04	0.103	24.3	0.896	320.9	0.97507	pathogenic
chr6	162394349	missense_variant	0	0.37	24.3	0.896	320.9	0.97507	pathogenic
chr6	162394349	missense_variant	0.08	0.142	24.5	0.896	320.9	0.97424	pathogenic
chr6	162394349	missense_variant	0	0.206	24.5	0.896	320.9	0.97424	pathogenic
chr6	162394433	missense_variant	0	0.961	33	0.992	320.9	0.93410	pathogenic
chr6	162394435	missense_variant	0	0.451	25.5	0.995	320.9	0.78921	pathogenic
chr6	162622214	missense_variant	0	0.995	24.3	0.994	311.3	0.60942	pathogenic
chr6	162683724	missense_variant	0.02	0.046	0.753	0.013	NA	0.08472	pathogenic
chr6	162683724	missense_variant	0.84	0.075	0.014	0.013	NA	0.07928	pathogenic
chr6	162864346	missense_variant	0	0.555	27.2	0.997	1663.4	0.91907	pathogenic
chr6	166779478	missense_variant	0.01	0.501	15.35	0.727	351.1	0.00050	pathogenic
chr6	166779531	missense_variant	0	0.978	17.36	0.808	351.1	0.94061	pathogenic
chr6	166779531	missense_variant	0	0.985	17.45	0.808	351.1	0.93701	pathogenic
chr6	167344549	missense_variant	0	0.998	14.78	0.077	75.7	0.91841	pathogenic
chr6	170169706	missense_variant	0	0.929	12.28	0.147	NA	0.49295	pathogenic
chr7	295835	missense_variant	0	1	26.1	0.320	622.3	0.98384	pathogenic
chr7	819734	missense_variant	0	0.99	24.5	0.036	96.6	0.89608	pathogenic
chr7	1937887	stop_gained	0	1	38	0.213	675.9	0.94692	pathogenic
chr7	2265161	missense_variant	0.06	0.953	21.1	0.989	428.6	0.97962	pathogenic
chr7	2564935	missense_variant	0	0.792	21.5	0.684	1380.7	0.95001	pathogenic
chr7	2587064	missense_variant	0	0.994	12.58	0.044	268	0.77154	pathogenic
chr7	2954877	stop_gained	0	1	43	0.888	352.7	0.88904	pathogenic
chr7	2984129	missense_variant	0	0.999	27.3	0.979	1053.3	0.98093	pathogenic
chr7	2984162	missense_variant	0	0.983	21.5	0.987	1053.3	0.95347	pathogenic
chr7	2984163	missense_variant	0	0.999	21.6	0.982	1053.3	0.95385	pathogenic
chr7	5568103	missense_variant	0.05	0.042	20.1	0.660	4459	0.98975	pathogenic
chr7	5568127	missense_variant	0.03	0.001	21.7	0.754	4459	0.97715	pathogenic
chr7	5568128	missense_variant	0.08	0.58	18.26	0.733	4459	0.93741	pathogenic
chr7	5568128	missense_variant	0.08	0.58	18.26	0.733	4459	0.93741	pathogenic
chr7	5568128	missense_variant	0.13	0.113	17.27	0.733	4459	0.91929	pathogenic
chr7	5568128	missense_variant	0.13	0.113	17.27	0.733	4459	0.91929	pathogenic
chr7	5568167	missense_variant	0.02	0.999	22.2	0.997	4459	0.95671	pathogenic
chr7	5568268	missense_variant	0.02	0.451	22.5	0.998	4459	0.99573	pathogenic
chr7	5568796	missense_variant	0.07	0.992	21.3	0.890	4459	0.98868	pathogenic
chr7	5568799	missense_variant	0.02	0.984	22.2	0.928	4459	0.98961	pathogenic
chr7	5568806	missense_variant	0.03	0.986	22.4	0.939	4459	0.98762	pathogenic
chr7	5568848	missense_variant	0.05	0.008	21.6	0.922	4459	0.98535	pathogenic
chr7	5568931	missense_variant	0.01	0.999	22.2	0.916	4459	0.96793	pathogenic
chr7	5568935	missense_variant	0.06	0.998	22.3	0.907	4459	0.93003	pathogenic
chr7	5568946	missense_variant	0	1	22.3	0.951	4459	0.97179	pathogenic
chr7	5568962	missense_variant	0.01	0.998	22.1	0.895	4459	0.96752	pathogenic
chr7	5568962	missense_variant	0.01	0.966	22.1	0.895	4459	0.96752	pathogenic
chr7	5568962	missense_variant	0.01	0.983	21.3	0.895	4459	0.97301	pathogenic
chr7	5568962	missense_variant	0.01	0.983	21.3	0.895	4459	0.97301	pathogenic
